ad_cv_id,question,answer
156697092-3083403,địa chỉ cụ thể hiện tại của bạn?,Nguyễn lương bằng quận 7
156697092-3083403,ngày có thể bắt đầu đi làm?,6/7/2024
156697092-3083573,địa chỉ cụ thể hiện tại của bạn?,"Ấp Tân Quang 1 xã Đông Thạnh, h Cần Giuộc Tỉnh Long An"
156697092-3083573,ngày có thể bắt đầu đi làm?,Ngày5/7/2024
156697092-3084313,địa chỉ cụ thể hiện tại của bạn?,Vòng Xoay Trung Sơn q7
156697092-3084313,ngày có thể bắt đầu đi làm?,7/7/2024
156697092-3085315,địa chỉ cụ thể hiện tại của bạn?,576/76/6 đoàn văn bơ phường 14 Q4
156697092-3085315,ngày có thể bắt đầu đi làm?,7/7
156697092-3086680,địa chỉ cụ thể hiện tại của bạn?,Nhà thờ chợ 200
156697092-3086680,ngày có thể bắt đầu đi làm?,Dạ nếu được thì em qua làm ngay ạ
156697092-3087615,địa chỉ cụ thể hiện tại của bạn?,99 Nguyễn Thị Thập
156697092-3087615,ngày có thể bắt đầu đi làm?,8/7
156697092-3089376,địa chỉ cụ thể hiện tại của bạn?,lê văn lương quận 7
156697092-3089376,ngày có thể bắt đầu đi làm?,từ ngày mai
156697092-3090176,địa chỉ cụ thể hiện tại của bạn?,71A Đường 53 phường Tân Quy Quận 7
156697092-3090176,ngày có thể bắt đầu đi làm?,9/7
156697092-3093729,địa chỉ cụ thể hiện tại của bạn?,47 lâm văn bền quận 7
156697092-3093729,ngày có thể bắt đầu đi làm?,"Dạ bây giờ 
"
156697092-3093962,địa chỉ cụ thể hiện tại của bạn?,"1271 Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7"
156697092-3093962,ngày có thể bắt đầu đi làm?,8/7/2024
156697092-3095075,địa chỉ cụ thể hiện tại của bạn?,"1023/2 Lê Văn Lương, Phước Kiển, Nhà Bè"
156697092-3095075,ngày có thể bắt đầu đi làm?,Ngay bây giờ
156697092-3096236,địa chỉ cụ thể hiện tại của bạn?,hẻm 487/35 huỳnh tấn phát quận 7
156697092-3096236,ngày có thể bắt đầu đi làm?,ngày mai
156697092-3096648,địa chỉ cụ thể hiện tại của bạn?,793/28/1 trần xuân soạn phường tân hưng
156697092-3096648,ngày có thể bắt đầu đi làm?,10/7
156697092-3096672,địa chỉ cụ thể hiện tại của bạn?,"294 Đào Sư Tích, xã Phước Lộc, huyện Nhà Bè, Tp.HCM"
156697092-3096672,ngày có thể bắt đầu đi làm?,Ngay sau khi ứng tuyển thành công.
156697092-3097503,địa chỉ cụ thể hiện tại của bạn?,Đường võ thị nhờ phường tân thuận đônng quận 7
156697092-3097503,ngày có thể bắt đầu đi làm?,9/7
156697092-3103078,địa chỉ cụ thể hiện tại của bạn?,"ktx ĐH Tôn Đức Thắng, 19 Nguyễn Hữu Thọ, Tân Phong, Quận 7, TPHCM"
156697092-3103078,ngày có thể bắt đầu đi làm?,11/7/2024
156697092-3103714,địa chỉ cụ thể hiện tại của bạn?,116 huỳnh tấn phát
156697092-3103714,ngày có thể bắt đầu đi làm?,tuần sau ạ
156697092-3111245,địa chỉ cụ thể hiện tại của bạn?,165b ấp 3 xã phước kiển huyện nhà bè
156697092-3111245,ngày có thể bắt đầu đi làm?,13/07/2024
156697092-3113804,địa chỉ cụ thể hiện tại của bạn?,Bùi Văn Ba quận 7
156697092-3113804,ngày có thể bắt đầu đi làm?,Sẵn sàng đi làm mọi lúc
156697092-3115119,địa chỉ cụ thể hiện tại của bạn?,"1422/17 Huỳnh Tấn Phát quận 7 thành phố Hồ Chí Minh
"
156697092-3115119,ngày có thể bắt đầu đi làm?,"ngày mai
"
156697092-3116017,địa chỉ cụ thể hiện tại của bạn?,90 Nguyễn Thị Thập
156697092-3116017,ngày có thể bắt đầu đi làm?,Sau khi pv đậu
156697092-3119381,địa chỉ cụ thể hiện tại của bạn?,1017 nguyễn văn tạo Nhà Bè
156697092-3119381,ngày có thể bắt đầu đi làm?,18/7/2024
156697092-3119490,địa chỉ cụ thể hiện tại của bạn?,458 Huỳnh Tân Phát
156697092-3119490,ngày có thể bắt đầu đi làm?,15tháng7
156697092-3129233,địa chỉ cụ thể hiện tại của bạn?,35 Nguyễn Văn Quỳ quận 7
156697092-3129233,ngày có thể bắt đầu đi làm?,Đầu tháng mới
156697092-3134662,địa chỉ cụ thể hiện tại của bạn?,"Xã Phước Kiển, huyện Nhà Bè, Thành phố Hồ Chí Minh "
156697092-3134662,ngày có thể bắt đầu đi làm?,22/07/2024
156697092-3141343,địa chỉ cụ thể hiện tại của bạn?,"Huỳnh Tấn Phát, Tân Phú, Quận 7, TP HCM "
156697092-3141343,ngày có thể bắt đầu đi làm?,"Dạ có thể bắt đầu từ Thứ 2 tuần sau ạ (22/07). 
Hiện tại do em còn học. Nên mong muốn đăng ký ca để sắp xếp việc học và việc làm ạ. Em xin cảm ơn nhiều ạ."
156697092-3155054,địa chỉ cụ thể hiện tại của bạn?,935/20/38B Huỳnh Tấn Phát phường Phú Thuận quận 7 TP.HCM
156697092-3155054,ngày có thể bắt đầu đi làm?,Ngày 01/08/2024
156697092-3161555,địa chỉ cụ thể hiện tại của bạn?,"51/15 Lý Phục Man, Quận 7, TPHCM"
156697092-3161555,ngày có thể bắt đầu đi làm?,bất cứ khi nào khi được nhận việc
156697092-3201814,địa chỉ cụ thể hiện tại của bạn?,"1333 Lê Thị Chợ, Phường Phú Thuận, Q7"
156697092-3201814,ngày có thể bắt đầu đi làm?,5/8/2024
156697092-3216733,địa chỉ cụ thể hiện tại của bạn?,"2851/63 huỳnh tấn phát
"
156697092-3216733,ngày có thể bắt đầu đi làm?,.
156697092-3218159,địa chỉ cụ thể hiện tại của bạn?,57 đường 25 tân quy q7
156697092-3218159,ngày có thể bắt đầu đi làm?,12/8/2024
156697092-3222124,địa chỉ cụ thể hiện tại của bạn?,Bùi Minh Trực quận 8
156697092-3222124,ngày có thể bắt đầu đi làm?,Sau khi phỏng vấn và trao đổi
156697092-3228922,địa chỉ cụ thể hiện tại của bạn?,Nhà bè
156697092-3228922,ngày có thể bắt đầu đi làm?,12/8
156697092-3241463,địa chỉ cụ thể hiện tại của bạn?,"21 tân mỹ , kp2 , phường tân phú quận 7"
156697092-3241463,ngày có thể bắt đầu đi làm?,"có thể đi làm ngay ( vì e học xong c3 là đi làm luôn , nên k vướng lịch học )"
156697092-3274172,địa chỉ cụ thể hiện tại của bạn?,795383917
156697092-3274172,ngày có thể bắt đầu đi làm?,có thể làm ngay
156697092-3277160,địa chỉ cụ thể hiện tại của bạn?,Quận 7 lê văn lương phường tân hưng
156697092-3277160,ngày có thể bắt đầu đi làm?,Khi nào cũng được ạ
156697092-3277985,địa chỉ cụ thể hiện tại của bạn?,4/4A Khu Phố 3 Phường Phú Mỹ Quận7
156697092-3277985,ngày có thể bắt đầu đi làm?,20/8/2024
156697092-3278305,địa chỉ cụ thể hiện tại của bạn?,tân phú quận 7 TP HCM
156697092-3278305,ngày có thể bắt đầu đi làm?,21/8/2024
156697092-3279095,địa chỉ cụ thể hiện tại của bạn?,30/31/24/21 lâm văn bền tân kiểng quận 7
156697092-3279095,ngày có thể bắt đầu đi làm?,21/8/2024
156697092-3279128,địa chỉ cụ thể hiện tại của bạn?,1/24 đường 29 phường tân kiểng quận 7
156697092-3279128,ngày có thể bắt đầu đi làm?,có thể qua hôm sau đi làm luôn
156697092-3279233,địa chỉ cụ thể hiện tại của bạn?,120 nguyễn văn linh quận 7 tphcm
156697092-3279233,ngày có thể bắt đầu đi làm?,21-8
156697092-3281406,địa chỉ cụ thể hiện tại của bạn?,522D Dương Bá Trạc
156697092-3281406,ngày có thể bắt đầu đi làm?,21/8/2024
156697092-3283030,địa chỉ cụ thể hiện tại của bạn?,850/4 đoàn văn bơ p16 q4
156697092-3283030,ngày có thể bắt đầu đi làm?,PV đậu thì mai em làm lun ạ
156697092-3283674,địa chỉ cụ thể hiện tại của bạn?,"Căn hộ SaiGon Mia, đường số 9A, KDC Trung Sơn, Bình Chánh"
156697092-3283674,ngày có thể bắt đầu đi làm?,Có thể đi làm ngay
156697092-3283916,địa chỉ cụ thể hiện tại của bạn?,"160/35/17c Nguyễn Văn Quỳ, Quận 7"
156697092-3283916,ngày có thể bắt đầu đi làm?,thứ hai 26/8/2024
156697092-3284330,địa chỉ cụ thể hiện tại của bạn?,25 thoại ngọc hầu Q tân phú
156697092-3284330,ngày có thể bắt đầu đi làm?,23/08/2024
156697092-3284890,địa chỉ cụ thể hiện tại của bạn?,756/1/13 phường 16 quận 4 HCM
156697092-3284890,ngày có thể bắt đầu đi làm?,ngày nào cũng được ạ
156697092-3285266,địa chỉ cụ thể hiện tại của bạn?,"65 đường 783 tạ quang bửu p4 q8
"
156697092-3285266,ngày có thể bắt đầu đi làm?,có thể bắt đầu lun ạ
156697092-3285313,địa chỉ cụ thể hiện tại của bạn?,Chợ Lớn q5
156697092-3285313,ngày có thể bắt đầu đi làm?,22/8
156697092-3285442,địa chỉ cụ thể hiện tại của bạn?,1344/15/8 lê văn lương phước kiển nhà bè
156697092-3285442,ngày có thể bắt đầu đi làm?,Bắt đầu ngay
156697092-3285735,địa chỉ cụ thể hiện tại của bạn?,154/123/11 âu dương lân p3 qi
156697092-3285735,ngày có thể bắt đầu đi làm?,Có thể đi làm vào đầu tuần sau
156697092-3287467,địa chỉ cụ thể hiện tại của bạn?,31 đường số 10 p.Tân Kiểng Q7 TP HCM
156697092-3287467,ngày có thể bắt đầu đi làm?,khi nào cũng được
156697092-3287926,địa chỉ cụ thể hiện tại của bạn?,a23/20 d2
156697092-3287926,ngày có thể bắt đầu đi làm?,27/8
156697092-3288248,địa chỉ cụ thể hiện tại của bạn?,Huỳnh Tấn Phát phú thuận quận 7
156697092-3288248,ngày có thể bắt đầu đi làm?,Có thể đi làm ngay
156697092-3288277,địa chỉ cụ thể hiện tại của bạn?,Lê Văn Lương. Tân phong .q7
156697092-3288277,ngày có thể bắt đầu đi làm?,4/9
156697092-3289087,địa chỉ cụ thể hiện tại của bạn?,hẻm 88 Nguyễn Văn Quỳ quận 7
156697092-3289087,ngày có thể bắt đầu đi làm?,28/8/2024
156697092-3289345,địa chỉ cụ thể hiện tại của bạn?,quận 7
156697092-3289345,ngày có thể bắt đầu đi làm?,qua tháng 8
156697092-3289548,địa chỉ cụ thể hiện tại của bạn?,"ấp Câu Kê, xã Phú Hữu, huyện Nhơn Trạch, tỉnh Đồng Nai"
156697092-3289548,ngày có thể bắt đầu đi làm?,27/8
156697092-3289560,địa chỉ cụ thể hiện tại của bạn?,"1663 Huỳnh Tấn Phát, Phường Phú Mỹ, quận 7"
156697092-3289560,ngày có thể bắt đầu đi làm?,"27/08/20240
"
156697092-3289799,địa chỉ cụ thể hiện tại của bạn?,490/4/1/3 đoàn văn bơ p14 q4
156697092-3289799,ngày có thể bắt đầu đi làm?,26/08/2024
156697092-3289803,địa chỉ cụ thể hiện tại của bạn?,huỳnh tấn phát
156697092-3289803,ngày có thể bắt đầu đi làm?,ngay khi đc nhận
156697092-3291064,địa chỉ cụ thể hiện tại của bạn?,"Đoàn Văn Bơ, P18, Q4"
156697092-3291064,ngày có thể bắt đầu đi làm?,Bất cứ khi nào
156697092-3291308,địa chỉ cụ thể hiện tại của bạn?,"Lý Phục Man Q7 
"
156697092-3291308,ngày có thể bắt đầu đi làm?,T9
156697092-3291786,địa chỉ cụ thể hiện tại của bạn?,"cầu giáp quạ, phước lộc nhà bè"
156697092-3291786,ngày có thể bắt đầu đi làm?,ngay bây giờ
156697092-3293298,địa chỉ cụ thể hiện tại của bạn?,lê văn lương xã nhơn đức huyện nhà bè
156697092-3293298,ngày có thể bắt đầu đi làm?,ngày 25
156697092-3294771,địa chỉ cụ thể hiện tại của bạn?,Nhà bè
156697092-3294771,ngày có thể bắt đầu đi làm?,Ngày mai
156697092-3295876,địa chỉ cụ thể hiện tại của bạn?,189Q/19 Tôn Thất Thuyết p3 q4
156697092-3295876,ngày có thể bắt đầu đi làm?,sau khi pvan ạ
156697092-3296309,địa chỉ cụ thể hiện tại của bạn?,"892/49 Đ. Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh"
156697092-3296309,ngày có thể bắt đầu đi làm?,Bất cứ lúc nào trừ ngày đi học
156697092-3297382,địa chỉ cụ thể hiện tại của bạn?,235/33 xóm chiếu quận 4
156697092-3297382,ngày có thể bắt đầu đi làm?,26/8
156697092-3298881,địa chỉ cụ thể hiện tại của bạn?,bình chuẩn 69 tp thuận an
156697092-3298881,ngày có thể bắt đầu đi làm?,30/8
156697092-3299378,địa chỉ cụ thể hiện tại của bạn?,Phường 10 Quận 4
156697092-3299378,ngày có thể bắt đầu đi làm?,Bắt Đầu Vào Ngày Mai 26/8/2024
156697092-3299763,địa chỉ cụ thể hiện tại của bạn?,111D đường 16 phường Tân Quy Quận 7
156697092-3299763,ngày có thể bắt đầu đi làm?,sớm nhất ạ
156697092-3299860,địa chỉ cụ thể hiện tại của bạn?,201 tôn thất thuyết quận 4
156697092-3299860,ngày có thể bắt đầu đi làm?,T2 này
156697092-3300870,địa chỉ cụ thể hiện tại của bạn?,64 gò ô Môi quận 7
156697092-3300870,ngày có thể bắt đầu đi làm?,Bất cứ lúc nào ạ càng sớm càng tốt ạ
156697092-3301067,địa chỉ cụ thể hiện tại của bạn?,541 Huỳnh Tấn Phát Tân Thuận Đông Q7
156697092-3301067,ngày có thể bắt đầu đi làm?,3/9
156697092-3301640,địa chỉ cụ thể hiện tại của bạn?,"205 ấp 3, đào sư tích, xã phước lộc huyện nhà bè"
156697092-3301640,ngày có thể bắt đầu đi làm?,1/9
156697092-3301750,địa chỉ cụ thể hiện tại của bạn?,"1073 Hoàng Đạo Thuý , Phường 7 Quận 8"
156697092-3301750,ngày có thể bắt đầu đi làm?,29/8
156697092-3306538,địa chỉ cụ thể hiện tại của bạn?,C19/10 ấp 4b xã Bình Hưng huyện Bình Chánh
156697092-3306538,ngày có thể bắt đầu đi làm?,3/9/2024
156697092-3306765,địa chỉ cụ thể hiện tại của bạn?,z
156697092-3306765,ngày có thể bắt đầu đi làm?,z
156697092-3307637,địa chỉ cụ thể hiện tại của bạn?,"Sài gòn , 59/21 lam van ben quận 7"
156697092-3307637,ngày có thể bắt đầu đi làm?,"thương lượng vr chủ , có thể đi làm liền dc ạ 
 "
156697092-3308172,địa chỉ cụ thể hiện tại của bạn?,"45 Nguyễn Thị Thập, phường Tân Phú, quận 7"
156697092-3308172,ngày có thể bắt đầu đi làm?,10/9
156697092-3309277,địa chỉ cụ thể hiện tại của bạn?,Huỳnh Tấn Phát quận 7
156697092-3309277,ngày có thể bắt đầu đi làm?,có thể đi làm vào đầu tháng 9 hoặc sớm hơn
156697092-3310050,địa chỉ cụ thể hiện tại của bạn?,quận
156697092-3310050,ngày có thể bắt đầu đi làm?,1/9
156697092-3311681,địa chỉ cụ thể hiện tại của bạn?,"1/5B ấp 1 Xã Phú Xuân huyện Nhà Bè, TP. Hồ Chí Minh"
156697092-3311681,ngày có thể bắt đầu đi làm?,Thứ 2 hoặc Thứ 3 tuần sau
156697092-3320365,địa chỉ cụ thể hiện tại của bạn?,Phước Kiển quận 7
156697092-3320365,ngày có thể bắt đầu đi làm?,ngay khi được tuyển
156697092-3323251,địa chỉ cụ thể hiện tại của bạn?,102 đường số 9 KDC Ấp 5 Bình Hưng Bình Chánh TP.HCM
156697092-3323251,ngày có thể bắt đầu đi làm?,Ngày 1/9
156697092-3328382,địa chỉ cụ thể hiện tại của bạn?,"20/5 Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TP. Hồ Chí Minh."
156697092-3328382,ngày có thể bắt đầu đi làm?,Có thể đi làm ngay
156697092-3329163,địa chỉ cụ thể hiện tại của bạn?,"1041/62/59/29/8 Trần Xuân Soạn P.Tân Hưng ,Q7"
156697092-3329163,ngày có thể bắt đầu đi làm?,Dạ có thể đi làm ngay ạ.
156697092-3331158,địa chỉ cụ thể hiện tại của bạn?,604/2 Huỳnh Tấn Phát Tân Phú Quận 7
156697092-3331158,ngày có thể bắt đầu đi làm?,Từ ngày 8/9 ạ
156697092-3331770,địa chỉ cụ thể hiện tại của bạn?,"317 Trần Xuân Soạn, Phường Tân kiểng, Q7"
156697092-3331770,ngày có thể bắt đầu đi làm?,bắt đầu làm việc từ ngày mai
156697092-3345085,địa chỉ cụ thể hiện tại của bạn?,"Chung cư Belleza, E23, Quận 7, TP HỒ CHÍ MINH"
156697092-3345085,ngày có thể bắt đầu đi làm?,10/9/2024
156697092-3353904,địa chỉ cụ thể hiện tại của bạn?,C4/23 B4 ấp 4 xã Bình Hưng huyện Bình Chánh
156697092-3353904,ngày có thể bắt đầu đi làm?,15/9
156697092-3365248,địa chỉ cụ thể hiện tại của bạn?,161 hiệp thành 5  phường hiệp thành quận 12
156697092-3365248,ngày có thể bắt đầu đi làm?,vào hôm sau sau khi được tuyển
156697092-3368751,địa chỉ cụ thể hiện tại của bạn?,"Hẻm 793, đường Trầm Xuân Soạn, phường Tân Hưng, quận 7"
156697092-3368751,ngày có thể bắt đầu đi làm?,12/9
156697092-3369769,địa chỉ cụ thể hiện tại của bạn?,"630/25/2 Huỳnh Tấn Phát, P.Tân Phú, Q.7, TP HCM"
156697092-3369769,ngày có thể bắt đầu đi làm?,1/10/2024
156697092-3376793,địa chỉ cụ thể hiện tại của bạn?,803 huỳnh tấn phát
156697092-3376793,ngày có thể bắt đầu đi làm?,16/9
156697092-3384562,địa chỉ cụ thể hiện tại của bạn?,69 đường 39 tân quy quận 7
156697092-3384562,ngày có thể bắt đầu đi làm?,16/9 ca tối
156697092-3412740,địa chỉ cụ thể hiện tại của bạn?,"432/26 Dương Bá Trạc P1, Q8"
156697092-3412740,ngày có thể bắt đầu đi làm?,"23/09/2024


"
156796615-423457,hiện tại bạn đang sinh sống ở đâu?,Lộc Hoà Trảng Bom Đồng Nai
156796615-423457,bạn đã từng làm công việc gì?,Trình dược viên nhân viên sale thực phẩm chức năng
156796615-423773,hiện tại bạn đang sinh sống ở đâu?,Giang Điền - Trảng Bom - Đồng Nai
156796615-423773,bạn đã từng làm công việc gì?,"Làm nhân viên kinh doanh (bất động sản, bên nội thất Canbesto, Công ty Vikohasa)."
156796615-434470,hiện tại bạn đang sinh sống ở đâu?,Trảng bom
156796615-434470,bạn đã từng làm công việc gì?,"Sale, kho vật tư,kho thành phẩm"
156796615-435906,hiện tại bạn đang sinh sống ở đâu?,Bắc Sơn _Trảng Bom _Đồng Nai
156796615-435906,bạn đã từng làm công việc gì?,"Bảo trì, vận hành máy .."
156796615-440162,hiện tại bạn đang sinh sống ở đâu?,Bắc Sơn . Trảng bom. Đồng nai
156796615-440162,bạn đã từng làm công việc gì?,Kinh nghiệm 9 năm la sale thị trường
156796615-445884,hiện tại bạn đang sinh sống ở đâu?,"Nhơn trạch, đồng nai"
156796615-445884,bạn đã từng làm công việc gì?,"Sale dược, dược sĩ. Bất động sản...."
156796615-460852,hiện tại bạn đang sinh sống ở đâu?,Tân Bình Vĩnh Cửu Đồng Nai
156796615-460852,bạn đã từng làm công việc gì?,"Sale sữa công ty sữa quốc tế IDP
Giám sát công ty chuyển phát lazada logistics"
156796615-2782574,hiện tại bạn đang sinh sống ở đâu?,Trảng bom
156796615-2782574,bạn đã từng làm công việc gì?,Thu hồi nợ
156796615-2805014,hiện tại bạn đang sinh sống ở đâu?,trảng bom
156796615-2805014,bạn đã từng làm công việc gì?,"công nhân
"
156796615-2821381,hiện tại bạn đang sinh sống ở đâu?,Trảng bom đồng nai
156796615-2821381,bạn đã từng làm công việc gì?,Bán hàng
156796615-2829491,hiện tại bạn đang sinh sống ở đâu?,Bắc Sơn. Trảng bom . Dong nai
156796615-2829491,bạn đã từng làm công việc gì?,Sale thị trường
156796615-2832406,hiện tại bạn đang sinh sống ở đâu?,Trảng bom
156796615-2832406,bạn đã từng làm công việc gì?,Kinh doanh tự do
156796615-2843413,hiện tại bạn đang sinh sống ở đâu?,Trà Cổ Bình Minh Trảng Bom
156796615-2843413,bạn đã từng làm công việc gì?,Sale Cty sữa Nutifood ; Cty thiết bị điện Sopoka
156796615-2856484,hiện tại bạn đang sinh sống ở đâu?,Đồng nai
156796615-2856484,bạn đã từng làm công việc gì?,Buôn bán
156796615-2861192,hiện tại bạn đang sinh sống ở đâu?,Biên hoà đồng nai
156796615-2861192,bạn đã từng làm công việc gì?,Sale
156796615-2878612,hiện tại bạn đang sinh sống ở đâu?,"hiện tại em đang sinh sống tại phường An Hoà, tp Biên hoà"
156796615-2878612,bạn đã từng làm công việc gì?,làm nhân viên kho hàng
156796615-2881542,hiện tại bạn đang sinh sống ở đâu?,TRẢNG BOM - ĐỒNG NAI
156796615-2881542,bạn đã từng làm công việc gì?,Có kinh nghiệm làm Sale 6 năm
156796615-2883565,hiện tại bạn đang sinh sống ở đâu?,Trảng Bom Đồng Nai
156796615-2883565,bạn đã từng làm công việc gì?,"Máy Tính Biên Hoà
FPTSHOP"
156796615-2914594,hiện tại bạn đang sinh sống ở đâu?,"đường 3/2, khu phố 4, Trảng Bom, Đồng Nai"
156796615-2914594,bạn đã từng làm công việc gì?,"Cửa hàng tiện lợi Circle k, quán coffe, nhân viên sale bảo hiểm."
156796615-2914726,hiện tại bạn đang sinh sống ở đâu?,Huyện Nhơn Trạch
156796615-2914726,bạn đã từng làm công việc gì?,Vận hành xe nâng hạ
156797624-430307,địa chỉ sinh sống hiện tại của bạn là gì?,Kp Hiệp Hoà  P Hiệp  Tân  Hoà  Thành  Tây  Ninh
156797624-430307,trước giờ bạn từng làm công việc gì?,Làm tiếp thị  và Shipper
156797624-2804978,địa chỉ sinh sống hiện tại của bạn là gì?,"khu phố 4 phường 3 tp tây ninh

khu phố 4 phường 3 tp tây ninh"
156797624-2804978,trước giờ bạn từng làm công việc gì?,"sale kênh MT
"
156797624-2842485,địa chỉ sinh sống hiện tại của bạn là gì?,châu thành
156797624-2842485,trước giờ bạn từng làm công việc gì?,công ty
156797624-2943697,địa chỉ sinh sống hiện tại của bạn là gì?,"Long Thành Bắc, Hoà Thành, Tây Ninh"
156797624-2943697,trước giờ bạn từng làm công việc gì?,nhân viên bán hàng
156801636-435064,bạn đang sinh sống ở đâu?,Ba Đồn - Quảng Bình
156801636-435064,bạn từng làm công việc gì?,Bia huda Huế
156801636-2880289,bạn đang sinh sống ở đâu?,Quảng lộc.Ba Đồn.Quảng Bình
156801636-2880289,bạn từng làm công việc gì?,Từng làm công nhân
157407362-437795,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Điện Biên Phủ, P. Quang Trung, TP Quy Nhơn"
157407362-437795,bạn từng làm công việc gì rồi?,Nhân viên tư vấn và chăm sóc khách hàng
157407362-440035,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Số 10 đường Kha Vạn Cân, An Bình, Dĩ An , Bình Dương"
157407362-440035,bạn từng làm công việc gì rồi?,"Giao hàng, phục vụ nhà hàng"
157407362-440433,hiện tại bạn đang sinh sống tại địa chỉ nào?,306/60 Hoàng Văn Thụ
157407362-440433,bạn từng làm công việc gì rồi?,"Bán điện thoại
Làm thu ngân cho KFC, Jollibee
Làm giám sát cho kvc Skykids"
157407362-445379,hiện tại bạn đang sinh sống tại địa chỉ nào?,Thành Phố Quy Nhơn
157407362-445379,bạn từng làm công việc gì rồi?,"Kinh Nghiệm Bản Thân
- 9 năm công tác tại Thế Giới Di Động
- 3 tháng sale uniliver 
Em cảm ơn ! "
157407362-449429,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Dạ Hiện tại em đang sinh sống tại Xuân An, Cát Minh ,Phù Cát , Bình Định"
157407362-449429,bạn từng làm công việc gì rồi?,"Dạ em có 1 năm làm nhân viên kinh Doanh tại công ty viễ thông FPT , cụ thể là em đi tư vấn và bán mặt hàng wifi và truyền hình của FPT ạ.
Lý do em nghỉ là em đi nghĩa vụ quân sự ạ.
"
157407362-453070,hiện tại bạn đang sinh sống tại địa chỉ nào?,"01 Tôn Thất Bách, phường Ghềnh Ráng, Quy Nhơn, Bình Định"
157407362-453070,bạn từng làm công việc gì rồi?,"Điều hành: Công ty TNHH TM&DV bảo vệ Quang Trung 
Founder: Dịch vụ lưu trú Ocean House
Co - Founder: Dịch vụ cung ứng hậu cần miền Trung 
Phó giám đốc phụ trách Kinh doanh: Công ty TNHH Minh Huy Phương"
157407362-453205,hiện tại bạn đang sinh sống tại địa chỉ nào?,Tp quy nhơn
157407362-453205,bạn từng làm công việc gì rồi?,Từng bán quần áo bán sắt thép bán hải sản
157407362-455536,hiện tại bạn đang sinh sống tại địa chỉ nào?,"14 Trần Thị Lý, Ghềnh Ráng, Quy Nhơn"
157407362-455536,bạn từng làm công việc gì rồi?,Sale thị trường cho Công ty Panasonic
157407362-459262,hiện tại bạn đang sinh sống tại địa chỉ nào?,Phước Thắng -  Tuy Phước - Bình ĐInhj
157407362-459262,bạn từng làm công việc gì rồi?,"Nhân viên phát triển thị trường
Nhân viên kho vận"
157407362-471076,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Phường nguyễn văn cừ,tp quy nhơn"
157407362-471076,bạn từng làm công việc gì rồi?,Nhân viên nhà hàng KFC phường lê hồng phong
157407362-472198,hiện tại bạn đang sinh sống tại địa chỉ nào?,Diêu Trì- tuy phước - bình định
157407362-472198,bạn từng làm công việc gì rồi?,Sale rèm cửa
157407362-475773,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Nhơn hậu,an nhơn,bình định"
157407362-475773,bạn từng làm công việc gì rồi?,Nhân viên quản lý trong lĩnh vực sản xuất giày da
157407362-476767,hiện tại bạn đang sinh sống tại địa chỉ nào?,477 nguyễn thái học
157407362-476767,bạn từng làm công việc gì rồi?,Bất động sản
157407362-480019,hiện tại bạn đang sinh sống tại địa chỉ nào?,55/23/38 Ngô Mây
157407362-480019,bạn từng làm công việc gì rồi?,Bưng bê quán cà phê
157407362-483377,hiện tại bạn đang sinh sống tại địa chỉ nào?,369 Tây Sơn Tổ 48 khu phố 5 phường Quang Trung Quy Nhơn Bình Định
157407362-483377,bạn từng làm công việc gì rồi?,Bộ đội
157407362-2867955,hiện tại bạn đang sinh sống tại địa chỉ nào?,35/12 võ văn dõng
157407362-2867955,bạn từng làm công việc gì rồi?,E đã có kinh nghiệm sales thị trường 8 tháng r ạ
157407362-2876550,hiện tại bạn đang sinh sống tại địa chỉ nào?,103/18 nguyễn huệ Quy Nhơn Bình Định
157407362-2876550,bạn từng làm công việc gì rồi?,Xây Dựng
157407362-2877406,hiện tại bạn đang sinh sống tại địa chỉ nào?,306/60 Hoàng Văn Thụ
157407362-2877406,bạn từng làm công việc gì rồi?,"Bán điện thoại 
Thu ngân ở cửa hàng gá rán KFC, Jollibee
Làm giám sát khu vui chơi Skykids"
157407362-2885795,hiện tại bạn đang sinh sống tại địa chỉ nào?,Buôn ma thuột nhưng có thể thay đổi chổ ở
157407362-2885795,bạn từng làm công việc gì rồi?,Sale hơn 1 năm
157407362-2899679,hiện tại bạn đang sinh sống tại địa chỉ nào?,Vĩnh thạnh bình định
157407362-2899679,bạn từng làm công việc gì rồi?,An ninh nhà máy
157407362-2964575,hiện tại bạn đang sinh sống tại địa chỉ nào?,Thị xã an nhơn
157407362-2964575,bạn từng làm công việc gì rồi?,Sales cho công ty thiết bị điện sopoka
157407362-3010542,hiện tại bạn đang sinh sống tại địa chỉ nào?,"960 trần hưng đạo quy nhơn
"
157407362-3010542,bạn từng làm công việc gì rồi?,Sale lay poca
157407362-3068323,hiện tại bạn đang sinh sống tại địa chỉ nào?,Quy nhơn
157407362-3068323,bạn từng làm công việc gì rồi?,Bất động sản
157614237-464768,hiện tại bạn đang sinh sống ở đâu?,"Hiện tại tôi đang sống ở Tp. Bến Cát, tỉnh Bình Dương"
